run,n,side,neuron,energy,live,dom_irrep,dom_dim,dom_block,e_dom,block_dominant,alpha_plain,plain_label,alpha_twist,twist_label,aligned_plain,aligned_twist,test_acc
randinit_aff11_seed1,11,x,37,0.15253551239085553,True,10,10,11,(0.9105917230905664+0j),True,0.21041511650784467,M4r,0.2921210100970478,k4r,False,False,
randinit_aff11_seed1,11,x,38,0.19078297185994586,True,10,10,11,(0.9217424503674164+0j),True,0.15561197254444786,M7l,0.23792524656340536,k1l,False,False,
randinit_aff11_seed1,11,x,39,0.2626096710556803,True,10,10,11,(0.9197818728022367+0j),True,0.18174706554205766,M9l,0.25651972320836647,k5l,False,False,
randinit_aff11_seed1,11,x,40,0.2051933167224586,True,10,10,11,(0.9375945363581019+0j),True,0.26580656253005636,M9r,0.30180882714634405,k3l,False,False,
randinit_aff11_seed1,11,x,41,0.2085491085354175,True,10,10,11,(0.9206974622071485+0j),True,0.166523994762081,M4l,0.3002836090065945,k4l,False,False,
randinit_aff11_seed1,11,x,42,0.23132804712643967,True,10,10,11,(0.9069816862631674+0j),True,0.18880551262387776,M6r,0.26187392806568505,k4l,False,False,
randinit_aff11_seed1,11,x,43,0.23220574182222462,True,10,10,11,(0.8439853488180343+0j),False,0.17147155685677384,M0l,0.23202883115252368,k1r,False,False,
randinit_aff11_seed1,11,x,44,0.21449920103406164,True,10,10,11,(0.8929640391259206+0j),False,0.18649917617684156,M9l,0.2552675143552803,k4r,False,False,
randinit_aff11_seed1,11,x,45,0.2268892526557878,True,10,10,11,(0.9519478819694521+0j),True,0.179700399774898,M8l,0.24610598341808898,k2r,False,False,
randinit_aff11_seed1,11,x,46,0.22292994420953147,True,10,10,11,(0.9544000265005633+0j),True,0.18476261679280478,M9l,0.23105533090702254,k2l,False,False,
randinit_aff11_seed1,11,x,47,0.2027211263605921,True,10,10,11,(0.9019299598419908+0j),True,0.1829680402591172,M8l,0.29153175889792105,k5r,False,False,
randinit_aff11_seed1,11,x,48,0.24478761030685445,True,10,10,11,(0.9014700634259364+0j),True,0.19021233402427437,M7r,0.306719249665359,k2r,False,False,
