run,n,block,side,neuron,energy,alpha,family,coset_side
aff11_wu100k_m128_seed4,11,11,y,65,249.73678555710015,0.9999973044339175,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,67,205.21188693433655,0.999995445017538,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,68,171.35712690834913,0.9999959075970921,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,70,205.40027321746902,0.9999965330643168,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,71,162.22458261422668,0.9999943976722911,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,73,262.63052489203375,0.9999975593160922,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,74,148.6976441752592,0.9999951411810317,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,75,173.81501616800662,0.9999954423704678,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,76,162.9970802756327,0.9999966926397973,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,77,226.41902325449237,0.999996666452213,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,78,156.5922158665378,0.99999535529372,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,79,151.6352687201911,0.9999947886512502,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,80,202.97644871832776,0.9999955837092396,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,81,172.5286640031128,0.9999975511797285,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,82,144.50181502001982,0.9999950132501082,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,83,163.97137911549095,0.9999945692493678,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,84,151.50231212442264,0.9999965432497946,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,85,168.5250295679585,0.9999936215147297,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,86,184.4151410911237,0.9999965626809273,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,87,141.6207721691838,0.9999963422462449,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,88,167.29074620399115,0.9999966344886201,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,89,220.3046943604183,0.9999966192334524,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,90,190.50393024333238,0.9999949906926745,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,91,179.09102324785718,0.999996072237543,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,92,161.49473217934644,0.9999933583591829,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,93,187.61056919391083,0.9999957491458588,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,94,147.03652644036708,0.9999942145374426,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,95,223.40068169952195,0.9999952744032716,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,96,178.9309705851043,0.9999942320602708,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,97,175.66082512493372,0.9999959109547053,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,98,169.43632430306434,0.9999954530630616,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,99,152.79697405885352,0.9999974867086998,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,100,230.1568960923263,0.9999963724845733,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,101,199.54091535697845,0.9999968556974096,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,102,152.07901915773022,0.9999964554500107,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,103,147.94295706647316,0.999994234715807,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,104,239.57536309187432,0.9999966627053941,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,105,207.82489872002066,0.9999967374943792,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,106,181.2138682376976,0.9999931352238505,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,107,190.93734691928444,0.9999956579206626,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,108,254.89684299603755,0.9999966831221347,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,109,137.72859199042134,0.9999955271054785,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,110,157.6383021003879,0.9999931859036866,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,111,143.76282399075956,0.9999935940589907,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,112,174.2809884127241,0.9999949276415333,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,113,198.66175874224496,0.9999947302342423,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,114,165.91229178595609,0.9999970008109852,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,115,199.9516532536023,0.9999970862603562,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,116,172.59434538910693,0.9999958786928801,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,117,156.38140867668855,0.9999943479167637,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,118,170.72802158722095,0.9999960759942637,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,119,191.52383144711698,0.9999931161189504,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,120,248.1719837841672,0.9999965528355207,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,121,164.0715815631292,0.999992424685274,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,122,239.41140689582488,0.9999964281500282,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,123,174.4187712673182,0.9999958303582259,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,124,143.19539472170445,0.9999922906833791,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,125,195.3504260295797,0.9999963147503709,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed4,11,11,y,126,156.37235769314006,0.9999961997968789,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,x,0,37.163839399978606,0.4149458238308259,M_x (point stabilizer) idx=11 char,l
aff11_wu100k_m128_seed5,11,11,x,1,223.734118871303,0.9999946014709835,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,2,212.70870707636195,0.999994128525286,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,3,175.56708552636124,0.9999970010180292,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,4,200.79275868545008,0.999994831448286,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,5,58.345749949558915,0.9999923738734952,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,6,91.6973617219918,0.999990566067481,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,7,208.28631181725694,0.9999929042494453,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,8,179.92663180692583,0.9999907291740185,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,10,84.71749766619179,0.9999783588792689,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,11,207.8085439967931,0.9999942074291828,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,13,227.76004386280826,0.9999936842392937,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,14,81.11728586149998,0.9999883084573099,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,15,194.2446927225529,0.9999919027352054,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,16,224.36321532248326,0.9999925616881021,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,17,198.32365176352508,0.999993953129533,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,18,181.8995675397515,0.999995363236985,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,19,196.56723673501008,0.9999946008589714,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,20,221.8454146762931,0.9999934312739678,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,21,231.7146343670861,0.9999964571956531,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,22,198.09563201151423,0.9999900934363743,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,23,181.80866646084,0.9999933088017801,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,24,137.42154336601325,0.9999955754845932,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,25,203.03783119237875,0.9999945607829693,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,26,211.79869017147973,0.9999945084564775,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,27,228.52919509256657,0.9999958877252175,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,28,181.21488936820492,0.9999946521597866,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,29,168.27571846266122,0.9999915593285839,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,30,85.84364863017636,0.9999946799620721,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,32,106.51878522385839,0.999988732405547,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,34,125.40514861273766,0.9999862826015239,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,35,218.6583884084006,0.9999937657338165,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,36,228.02964140141097,0.999994789980451,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,37,157.7732392468948,0.9999912061178856,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,38,228.00466173916286,0.9999937185263927,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,39,168.45832875163526,0.9999946987395432,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,40,85.76708947797613,0.9999886330531392,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,42,206.64328993746705,0.9999958785552369,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,43,190.30391380078186,0.9999965109512183,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,44,210.5432963237662,0.9999942356040226,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,45,82.01558199509108,0.9999899806321818,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,46,99.84860450787909,0.9999928303356742,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,47,219.03507826336815,0.9999936458040009,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,48,208.4475206440478,0.9999913992955319,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,49,186.55455516118965,0.9999967417911216,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,50,99.93815091942216,0.9999940743129843,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,51,237.39538870456957,0.999995386885361,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,52,116.49615626045596,0.9999912204073809,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,53,174.04346837956047,0.9999928940073753,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,54,203.1205229753478,0.9999955713209224,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,55,199.89111120632097,0.9999937804400353,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,57,211.86427705951937,0.9999948392241039,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,58,234.8409297895039,0.9999937841390609,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,59,152.31551641402783,0.9999913358106729,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,60,233.36594335967615,0.9999947663672568,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,61,209.07105646530803,0.9999955723806039,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,63,99.88702693935896,0.9999871529376569,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,64,242.80649526422974,0.9999900421663919,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,65,97.87009857212755,0.9999959062688776,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,67,214.4847900370769,0.99999307896163,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,68,201.45797137582565,0.9999930603729748,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,69,183.55109806603033,0.999996291260647,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,70,219.3654509373658,0.9999955044583315,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,71,41.48759453084287,0.9999867881936622,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,72,217.82027565512936,0.9999930887678827,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,73,217.72210623845876,0.9999956348349812,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,74,30.72411285383971,0.4379555690862191,T⋊K |K|=1 idx=10 char,r
aff11_wu100k_m128_seed5,11,11,x,75,232.7965419186268,0.9999924102859677,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,76,213.4284052725296,0.9999929110982171,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,77,143.48700208265848,0.9999940310025475,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,78,111.83376248365879,0.9999880782001508,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,79,207.57132626087517,0.9999954018422492,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,80,131.61128688757321,0.9999913440273759,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,81,220.67662104262013,0.9999916389655796,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,82,106.70859602218242,0.9999927900947047,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,83,162.2299606080274,0.999995649266167,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,84,196.75631187539412,0.9999886827686493,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,85,81.15068003763058,0.999985211458881,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,86,203.92354340343766,0.999995693884468,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,88,201.13747142760553,0.9999918128050087,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,89,196.92097504695607,0.9999934575607525,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,90,213.8437857397948,0.9999932638357073,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,92,182.1696628800973,0.9999933805860102,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,93,234.90996329266693,0.9999942703502468,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,95,87.72631989817322,0.9999883068825833,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,96,208.16088676990793,0.9999915868774075,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,97,214.91505053374595,0.9999963131031605,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,98,87.14290175457957,0.9999942592722798,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,99,212.69562542860578,0.9999952652225504,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,100,205.83458549333355,0.9999935956047784,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,101,183.00708819660986,0.9999947616913962,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,102,226.37214148112966,0.9999956914437875,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,103,31.375596183597978,0.41993363716750326,M_x (point stabilizer) idx=11 char,l
aff11_wu100k_m128_seed5,11,11,x,104,90.24824047338333,0.9999912628582344,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,105,174.2180867293596,0.9999945838465926,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,106,216.90728694031375,0.9999960981645561,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,107,107.01097056743392,0.9999922495541231,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,108,120.32761202096452,0.9999954683504628,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,109,191.2028005868845,0.9999889849532322,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,110,133.20434795131845,0.9999962203278671,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,111,235.70757493733726,0.9999949015208408,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,112,193.94280400083238,0.9999942855069978,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,113,187.27131630653219,0.9999938418271854,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,114,213.38494946642797,0.9999954039490381,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,115,200.44191346132993,0.9999935641999526,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,116,222.2666535968444,0.9999944030210004,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,117,242.26882114003763,0.9999958334156681,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,119,226.29902427534088,0.9999949758869754,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,120,171.54827140898664,0.9999895818384096,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,121,231.90778320959325,0.999994844724326,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,122,80.94029087499143,0.9999811817229238,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,123,96.39019987046392,0.9999919998760661,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,124,170.76533046233865,0.9999886017103033,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,125,111.0540162539345,0.9999943576106451,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,x,126,181.63158001970598,0.9999929784323981,M_x (point stabilizer) idx=11 triv,r
aff11_wu100k_m128_seed5,11,11,y,0,65.91866630464955,0.4150927854970691,M_x (point stabilizer) idx=11 char,r
aff11_wu100k_m128_seed5,11,11,y,1,224.68340384499734,0.9999943666548822,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,2,212.6251169565364,0.9999931801381637,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,3,175.43825291516706,0.999993894763595,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,4,201.66536868551822,0.999993379788582,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,5,58.37174537194118,0.9999754033040823,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,6,92.13761702902711,0.9999859291956681,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,7,209.32138354648805,0.9999958025159855,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,8,180.9289662181975,0.9999942729566897,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,10,84.32786841621918,0.9999851188703345,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,11,208.6267176898897,0.9999965434593362,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,13,229.00877668199,0.9999932047821982,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,14,81.14519923182718,0.9999921816063645,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,15,195.05994623809727,0.9999934791847953,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,16,224.84245079823808,0.9999921512133216,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,17,199.46253242541354,0.9999945512897512,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,18,182.87823521935297,0.9999928330280631,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,19,196.62705499303453,0.9999945503950463,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,20,222.48204164156408,0.9999928317734497,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,21,232.26388515829066,0.9999948459406159,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,22,198.29576909818766,0.9999967373186234,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,23,183.0732698205865,0.9999947015771262,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,24,137.7397964790772,0.999993698025983,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,25,203.64752952395492,0.9999952599744132,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,26,211.95441922265152,0.9999946197898298,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,27,228.9905291546473,0.9999945081461203,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,28,181.80847227408665,0.9999962041539209,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,29,168.6252354722361,0.9999949906437336,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,30,86.21902575903923,0.9999957447119123,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,32,106.91463732499255,0.9999951215778665,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,34,126.59274031876816,0.9999932040365686,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,35,219.26864942091902,0.9999942328536037,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,36,228.666219838209,0.9999955729224894,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,37,157.92907784614403,0.999990038439173,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,38,228.4656991454676,0.9999955773295102,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,39,168.30489862103101,0.9999939733449015,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,40,85.86701471389256,0.9999916019911034,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,42,206.91185332299588,0.9999959176296002,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,43,190.7728639834126,0.999993638936059,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,44,211.1660482085357,0.9999922951344847,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,45,82.14819610449148,0.9999802970783438,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,46,100.33516417359351,0.9999887159755786,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,47,219.88882185876807,0.9999940065097921,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,48,208.85303101003925,0.9999946538264781,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,49,187.4536524369314,0.9999948570354181,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,50,100.47395275837337,0.999993057265565,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,51,238.0116960471633,0.999993935500626,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,52,116.54669635760017,0.9999814943932435,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,53,174.1856478566873,0.9999907760829635,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,54,203.55843693160523,0.999995510782247,M_x (point stabilizer) idx=11 triv,l
aff11_wu100k_m128_seed5,11,11,y,55,200.7775206642638,0.9999950439710447,M_x (point stabilizer) idx=11 triv,l
