run,n,block,side,neuron,energy,e_block,r1,rank,stab_u,ord_u,stab_v,ord_v
aff11_wu_m128_seed2,11,11,x,19,199.53779643991538,0.999995966740093,0.999993914220228,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,20,218.01822947918592,0.999999033943776,0.999995085862929,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,21,224.73716643102952,0.9999961197262037,0.9999949781870161,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,22,247.2790023205442,0.9999995556615245,0.9999946336900495,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,23,52.91280097402544,0.9888213234186737,0.9999922510021885,1,1,1,1,1
aff11_wu_m128_seed2,11,11,x,24,220.10059015903883,0.9999979353147096,0.999996449100662,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,25,236.131335060557,0.9999995107070112,0.9999947035055019,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,26,159.33290261516746,0.9999990084364021,0.9999946877719071,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,27,103.85360948137185,0.999995483393947,0.9999950801115037,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,28,152.9564729850005,0.9999976182559795,0.9999946324212055,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,29,262.2933851080005,0.9999994694374671,0.9999955208763649,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,30,164.3745693072101,0.9999982319474833,0.9999963911915696,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,32,220.0673020337604,0.9999982075283017,0.9999950839682823,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,33,253.61069520375477,0.999998944000112,0.9999966277796422,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,34,232.38780004726775,0.9999964852302569,0.9999967790656403,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,35,22.61276599924098,0.945819042394369,0.9999875605203384,1,1,1,1,1
aff11_wu_m128_seed2,11,11,x,36,155.4151034593218,0.9999966308091038,0.9999967719435239,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,37,239.60537876093767,0.9999985608416245,0.9999963966289015,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,38,206.16868112789558,0.9999979018144715,0.9999936720440896,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,39,163.38751033252694,0.9999991585472994,0.9999936048268834,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,40,151.86631666809262,0.9999995812863839,0.999995237537659,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,41,215.05080498301055,0.9999989537159815,0.9999964189306799,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,42,218.83510127455014,0.9999972849506241,0.9999967477251339,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,43,217.07167554602353,0.9999983691828466,0.9999937501483551,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,44,138.66728555338923,0.9999994619598831,0.9999939622452912,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,45,223.74393622875593,0.9999996973673645,0.9999937125982697,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,46,233.14999018082443,0.9999978557238483,0.9999964661402528,1,1,1,M,10
aff11_wu_m128_seed2,11,11,x,48,224.43784879071765,0.9999990920492576,0.9999950282330121,1,1,1,M,10
