run,n,side,neuron,energy,dom_dim,dom_k,e_dom,single,alpha_refl,r1
D59_MLP_seed1,59,x,37,178.00897704181352,2,7,0.9049997071615834,True,0.9964150388703227,0.9999952105804039
D59_MLP_seed1,59,x,38,410.2372716343026,2,20,0.9872570195119615,True,0.9981723475424957,0.99996140640134
D59_MLP_seed1,59,x,39,349.5341016841731,2,3,0.9923323754408913,True,0.9982073427143643,0.9999995955335257
D59_MLP_seed1,59,x,40,496.003164435055,2,8,0.9900902908836238,True,0.9986260488949147,0.9999999930718708
D59_MLP_seed1,59,x,41,655.06265143413,2,19,0.9934173777017392,True,0.9963700917021139,0.9999746898445888
D59_MLP_seed1,59,x,42,442.14248538949784,2,19,0.990325323533772,True,0.9955735408221005,0.9999765554999362
D59_MLP_seed1,59,x,43,577.6949687983293,2,15,0.9856658265256668,True,0.9963300282159737,0.9999999341336248
D59_MLP_seed1,59,x,44,603.2736302761552,2,8,0.9907637169376237,True,0.9980974247416862,0.9999954885071972
D59_MLP_seed1,59,x,45,404.4612036166899,2,20,0.9871956003171601,True,0.9980320399512138,0.9999606539112631
D59_MLP_seed1,59,x,46,835.1131580159229,2,15,0.9929014493905635,True,0.9967460577986853,0.9999858088229177
D59_MLP_seed1,59,x,47,356.8870591819917,2,19,0.993633316361983,True,0.997807923562294,0.9999793192480382
D59_MLP_seed1,59,x,48,616.7682043273819,2,14,0.9640085840021586,True,0.9976671623097596,0.9999919807900872
D59_MLP_seed1,59,x,49,679.2114082360789,2,3,0.993617056874077,True,0.9987904399882513,0.9999973366715037
D59_MLP_seed1,59,x,50,199.62813572199485,2,14,0.9648374019972303,True,0.9976501618050074,0.999993432451174
D59_MLP_seed1,59,x,51,348.2964290596601,2,14,0.9774179248401103,True,0.9982100687370551,0.9999874826767765
D59_MLP_seed1,59,x,52,417.24091737122666,2,20,0.9858414045598256,True,0.99792457403689,0.9999857995064693
D59_MLP_seed1,59,x,53,787.2808039968729,2,6,0.9945054747947172,True,0.9989111788132595,0.9999911538261034
D59_MLP_seed1,59,x,54,641.8408937707684,2,15,0.9896220865550788,True,0.9959357230794995,0.9999938582978515
D59_MLP_seed1,59,x,55,599.7973669758888,2,8,0.9915804173406,True,0.9988954888707713,0.9999996418038304
D59_MLP_seed1,59,x,56,213.70587103045048,2,8,0.9870201401346675,True,0.997456226373405,0.999995241221124
D59_MLP_seed1,59,x,57,310.1219328769607,2,7,0.9045098991155552,True,0.9963797437169393,0.9999961792271869
D59_MLP_seed1,59,x,58,620.4259122439507,2,8,0.9906437961865592,True,0.9981221132810325,0.9999941425548154
