run,side,neuron,energy,energy_frac,e_1,e_sgn,e_std,e_std',e_5a,e_5b,e_6d,dominant_irrep,alpha_A5,alpha_S4,alpha_S4~sgn,alpha_F20,alpha_F20~sgn,alpha_A4,alpha_S3xS2,alpha_S3xS2~sgn,alpha_D10,alpha_D8,alpha_D8~sgn,alpha_C6,alpha_C6~sgn,alpha_S3,alpha_S3',alpha_S3~sgn,alpha_C5,alpha_C4,alpha_C4~sgn,alpha_V4,alpha_primary,family_primary,proj_primary,alpha_any,family_any,live,aligned
random_init_seed1,x,0,0.21077181126984143,0.007038506329944712,1.175780859080062e-33,0.03987819794959274,0.13769014975735228,0.10608559977630412,0.24076768851997887,0.14903321559237442,0.3265451484043975,s5_6d,0.03987819794959274,0.08087787605664919,0.10588683242255896,0.07639028547010465,0.08827802884791376,0.135949644704304,0.11586376200237443,0.20310000439115594,0.15482900729331375,0.18687777062703115,0.2178771671808534,0.21460295036629176,0.29928277146147547,0.20815786837353686,0.275033421599771,0.26915195268568204,0.2675226690990979,0.3702026884114762,0.3847718003203475,0.31047527333026165,0.20310000439115594,S3xS2~sgn,S3xS2~sgn[4]l,0.3847718003203475,C4~sgn,True,False
random_init_seed1,x,1,0.20404329796425916,0.006813814597178669,4.317598713340735e-34,0.00798438774000054,0.08351457855305984,0.1922030164054502,0.2157919862180136,0.18009837424109965,0.3204076568423769,s5_6d,0.007984387740000539,0.04108235250315908,0.0964959404072112,0.0914546815450819,0.08335061278839506,0.13022836796063508,0.10236124417373764,0.15334885182253388,0.12210713357533627,0.15903570693313246,0.23369249948479456,0.22527171363183962,0.2456418922007719,0.1744840254603297,0.21992082456771025,0.24941160019790917,0.2675383987139526,0.3586049180543612,0.33102518764640293,0.3494723355098149,0.15334885182253388,S3xS2~sgn,S3xS2~sgn[7]l,0.3586049180543612,C4,True,False
random_init_seed1,x,2,0.23751759502619013,0.007931654076477973,7.059503831762766e-34,0.008969560233117244,0.21591010975736508,0.07170445125349745,0.2154113358713325,0.23673286926701895,0.25127167361766867,s5_6d,0.008969560233117242,0.07719575189100725,0.06355338193566237,0.09270453368585577,0.09131865739259667,0.13540699773485118,0.1830941496137139,0.11311111352964198,0.16610432740309838,0.2580678795171912,0.210915255752081,0.27992395988110674,0.23775033421157477,0.24526202432696748,0.2962052631433556,0.20994092379703488,0.27862733034050974,0.3685969254794513,0.38059885217094613,0.38959877983035746,0.1830941496137139,S3xS2,S3xS2[6]l,0.38959877983035746,V4,True,False
random_init_seed1,x,3,0.23472154380566143,0.007838282841985211,1.9291534576049938e-33,0.005805364634302907,0.12412538391759487,0.1349122961235744,0.27697441079756213,0.18813976920079703,0.27004277532616866,s5_5d_a,0.005805364634302905,0.07786845761790631,0.07282663139430687,0.10966752495080064,0.07960843807302212,0.13495869293519372,0.11698891173116265,0.20533248990146863,0.14602593956545762,0.2178978834871415,0.21666772622501942,0.22170788628160423,0.2770905501292586,0.20905682187982985,0.3092557276856001,0.28504406597850546,0.2684275393561881,0.3728044740382167,0.36610345196249233,0.34267718267687025,0.20533248990146863,S3xS2~sgn,S3xS2~sgn[2]l,0.3728044740382167,C4,True,False
random_init_seed1,x,4,0.29019797310549966,0.00969086073860792,5.154858340068633e-35,0.002102568975016246,0.08939645874825432,0.1348766920219735,0.29095351443573286,0.17746865821941826,0.30520210759960503,s5_6d,0.002102568975016246,0.04350712877757251,0.07082424242245183,0.10006628554459981,0.05496657732126835,0.08534591991727433,0.09731457339935395,0.14940366104325375,0.1550328628658683,0.183387789369793,0.1952829257903575,0.2810412804314302,0.21324821130541374,0.22456233065570685,0.2260459450739343,0.2712222557384154,0.2752182209915181,0.36084453577825204,0.3517666492217115,0.28319729614399397,0.1550328628658683,D10,D10[5]r,0.36084453577825204,C4,True,False
random_init_seed1,x,5,0.23703434904660511,0.00791551657751292,2.8650674012613766e-33,0.00121122972986588,0.11604319153537097,0.06923700810008424,0.3471049564273773,0.17156639492872933,0.29483721927857237,s5_5d_a,0.0012112297298658772,0.047595766224544186,0.03063000043709988,0.20405294658840004,0.06324724510156408,0.05745802408345219,0.09081030361713287,0.14396236726196363,0.24925149410826664,0.22304022817743646,0.19270710936851695,0.20045231309251266,0.24017469264475597,0.21990671441459664,0.20259140426961642,0.23216303920262787,0.3492732092122328,0.4460743595641339,0.3613710159728809,0.3081238388435523,0.24925149410826664,D10,D10[5]l,0.4460743595641339,C4,True,False
random_init_seed1,x,6,0.202066999835501,0.006747818168124342,7.592465122322954e-35,0.004855847412963508,0.1920804082861595,0.10975226659361761,0.16217641291899448,0.2701405562773533,0.2609945085109116,s5_5d_b,0.004855847412963505,0.09692678516039195,0.04440219398571324,0.08464405493850809,0.08610385993361748,0.10719265758775372,0.19331839018564723,0.0993743533839355,0.14227679949678226,0.2277768075903488,0.18823679439927393,0.23317698444232873,0.2311976456429707,0.29920983712886273,0.26729661178178993,0.18399594724636345,0.2452097134160399,0.3572152047646622,0.4006403080851101,0.3560161830690842,0.19331839018564723,S3xS2,S3xS2[9]l,0.4006403080851101,C4~sgn,True,False
random_init_seed1,x,7,0.27932889057691906,0.009327898985244403,5.0507355661622494e-34,0.03549314188771082,0.1033707872918997,0.116926778236206,0.21715453864499057,0.17990209361094867,0.3471526603282441,s5_6d,0.035493141887710675,0.0663671770670531,0.08966343403574681,0.09296398435326904,0.1271020437782685,0.13640995178237048,0.10810622911283992,0.16809094911708486,0.16910836853032896,0.20943172298790522,0.2800892212923819,0.2906372823453174,0.3035499794328766,0.251772556362921,0.24381721846476917,0.31824204258440675,0.30008416474227606,0.3293215022530837,0.4081947739828194,0.3724858764497635,0.16910836853032896,D10,D10[2]r,0.4081947739828194,C4~sgn,True,False
random_init_seed1,x,8,0.21852515511730353,0.007297421217186128,1.0199574416521263e-33,0.0015510996283702371,0.16173447514386008,0.0852108506083409,0.160570338969695,0.2750360681649033,0.31589716748483104,s5_6d,0.0015510996283702406,0.10071827285204846,0.03547530013597542,0.06691268259671274,0.11470153377212658,0.13226679386484164,0.17531352603736153,0.09433255783260502,0.1550826481820539,0.2326414331885246,0.1959433408967338,0.2743681506771196,0.23849706545686,0.2592193503714757,0.25193325667214606,0.200321147989779,0.2450074836017535,0.3278515491505716,0.34553293169849997,0.3267652048107517,0.17531352603736153,S3xS2,S3xS2[6]r,0.34553293169849997,C4~sgn,True,False
random_init_seed1,x,9,0.1670313719320478,0.005577839662524586,1.0161506124482588e-34,0.002962505287935543,0.12624739249106523,0.17937306274070566,0.3439868729005705,0.12642440855585482,0.2210057580238678,s5_5d_a,0.0029625052879355333,0.06471229897006532,0.11720831819965134,0.12309193474493403,0.043112124651192116,0.18192061716971664,0.11783797024054081,0.22838075365452945,0.156718045585336,0.20237189716862905,0.24477404465088112,0.2120655475874034,0.2637059223318239,0.2141638851719615,0.2876064227389742,0.30738765291322057,0.23848932853853252,0.4144653926705039,0.3365881022788781,0.38471051708531234,0.22838075365452945,S3xS2~sgn,S3xS2~sgn[9]r,0.4144653926705039,C4,True,False
