run,side,neuron,family,energy,alpha,purity,top,c_std,c_sgn,c_stdp,c_5a,c_5b
S5_MLP_seed1,x,23,A4,484.5557781014555,0.9997219243899276,0.9766901339771902,std',3.60648163165327e-05,0.023273801206493396,0.9766901339771902,,
S5_MLP_seed1,x,24,F20,767.7373758350083,0.9999998956093968,1.0,5a,,,,1.0,
S5_MLP_seed1,x,25,A4,537.7410217634651,0.9996061239705192,0.9742069921549004,std',0.00010526739971306609,0.025687740445386426,0.9742069921549004,,
S5_MLP_seed1,x,26,A4,547.5143759722215,0.9995617465952418,0.9841105322849251,std',0.00038917017061227565,0.015500297544462582,0.9841105322849251,,
S5_MLP_seed1,x,27,A4,521.5762080412994,0.9998313105269752,0.985391263515496,std',1.378167083689373e-05,0.014594954813666931,0.985391263515496,,
S5_MLP_seed1,x,28,A4,556.8446405157847,0.9997391151363652,0.994333938824916,std',2.399014697251717e-05,0.005642071028111212,0.994333938824916,,
S5_MLP_seed1,x,29,A4,700.8249508844449,0.9997654727311888,0.9795569895543703,std',0.00011320849939189461,0.02032980194623774,0.9795569895543703,,
S5_MLP_seed1,x,30,A4,405.01180212772977,0.9997883342399172,0.9504503292918675,std',6.090349227293109e-05,0.04948876721585944,0.9504503292918675,,
S5_MLP_seed1,x,31,A4,499.2516136596918,0.9996000117436022,0.98585186143166,std',1.1640385961086791e-05,0.014136498182379002,0.98585186143166,,
S5_MLP_seed1,x,32,A4,566.9874205720113,0.9991196894640192,0.9837912426759856,std',0.0001957327328892528,0.01601302459112525,0.9837912426759856,,
S5_MLP_seed1,x,33,A4,287.71320190897285,0.99969221780668,0.9949135240749308,std',7.723227091581915e-06,0.005078752697977948,0.9949135240749308,,
S5_MLP_seed1,x,34,S4,1280.9231705251757,0.9999953101828596,1.0000000000000002,std,1.0000000000000002,,,,
S5_MLP_seed1,x,35,F20,797.0653885925117,0.9999997350972838,0.9999999999999997,5a,,,,0.9999999999999997,
S5_MLP_seed1,x,36,A4,528.6823514361155,0.9997408118932894,0.9859327166397838,std',5.242269757011468e-05,0.014014860662646083,0.9859327166397838,,
S5_MLP_seed1,x,37,S4,1244.9474724893637,0.9999996325987702,1.0000000000000002,std,1.0000000000000002,,,,
S5_MLP_seed1,x,38,A4,582.2909492321317,0.9996044261829132,0.9935162749966928,std',6.873824169642242e-06,0.0064768511791373825,0.9935162749966928,,
S5_MLP_seed1,x,39,A4,599.7930070713895,0.9993504956839906,0.9838614322302576,std',2.9787768012673085e-05,0.01610878000172953,0.9838614322302576,,
S5_MLP_seed1,x,40,A4,492.09145696268985,0.9996104371614924,0.9855164025721999,std',1.129619979238333e-05,0.014472301228007904,0.9855164025721999,,
S5_MLP_seed1,x,42,A4,311.2109124630475,0.9990905185933968,0.9406418611123468,std',0.0004603436007574892,0.05889779528689557,0.9406418611123468,,
S5_MLP_seed1,x,43,S4,1220.9267221488064,0.999992156671161,1.0,std,1.0,,,,
S5_MLP_seed1,x,44,A4,529.1059023140842,0.9996601432486724,0.9980550904828922,std',0.00012759152238678114,0.0018173179947215713,0.9980550904828922,,
S5_MLP_seed1,x,45,F20,457.72355175195986,0.999999919914678,0.9999999999999998,5a,,,,0.9999999999999998,
S5_MLP_seed1,x,46,A4,357.9858694018571,0.9995309550279996,0.9913413902846333,std',2.2468503903292488e-05,0.008636141211463434,0.9913413902846333,,
S5_MLP_seed1,x,47,A4,299.1801943158276,0.9986934573060856,0.9463485191332277,std',0.007909954986718397,0.045741525880054014,0.9463485191332277,,
S5_MLP_seed1,x,48,F20,537.6005894996484,0.9999997392759652,0.9999999999999998,5a,,,,0.9999999999999998,
S5_MLP_seed1,x,49,A4,460.6210162625687,0.999566689274136,0.9898625152864546,std',0.00012340040940922407,0.010014084304135973,0.9898625152864546,,
S5_MLP_seed1,x,50,A4,739.3393585334529,0.9993759883368836,0.9887803676954479,std',0.00015284941190679474,0.011066782892645264,0.9887803676954479,,
S5_MLP_seed1,x,51,S4,1186.8536776010342,0.9999998942772296,1.0,std,1.0,,,,
S5_MLP_seed1,x,52,F20,482.6107862014541,0.9999998148990208,1.0000000000000002,5a,,,,1.0000000000000002,
S5_MLP_seed1,x,53,A4,558.114440206883,0.9997169018920306,0.9737852765219198,std',9.975029243362989e-06,0.026204748448836572,0.9737852765219198,,
S5_MLP_seed1,x,54,A4,335.27344349706556,0.9997280213277022,0.999902039015368,sgn,3.358053627703681e-05,0.999902039015368,6.438044835554998e-05,,
S5_MLP_seed1,x,55,A4,433.76747625220713,0.9997950670291766,0.9805442836667952,std',0.001922775385439588,0.017532940947764968,0.9805442836667952,,
S5_MLP_seed1,x,56,F20,853.5369634305031,0.9999998162127296,1.0,5a,,,,1.0,
S5_MLP_seed1,x,57,A4,459.6450782150801,0.9997731371954104,0.9808692199300972,std',0.0038943517452229904,0.015236428324679797,0.9808692199300972,,
S5_MLP_seed1,x,58,D10,239.0624142640324,0.9023018730694268,0.9991510886165553,5a,,0.0008471314631271624,,0.9991510886165553,1.779920317395788e-06
S5_MLP_seed1,x,59,S4,1228.1209585999336,0.9999999245175648,1.0,std,1.0,,,,
S5_MLP_seed1,x,60,S4,1150.7304666395376,0.999999909206061,1.0,std,1.0,,,,
S5_MLP_seed1,x,61,D10,293.61276619180217,0.9912319031813788,0.9997842119164263,5a,,0.0002153422646463281,,0.9997842119164263,4.4581892744151347e-07
S5_MLP_seed1,x,62,A4,300.0059522347012,0.9996642324061084,0.9797461072071434,std',1.7378504029902168e-05,0.020236514288826453,0.9797461072071434,,
S5_MLP_seed1,x,63,S4,1263.7658766542854,0.9999984454481802,1.0,std,1.0,,,,
S5_MLP_seed1,x,64,S4,1207.1578934650156,0.999998576046396,0.9999999999999998,std,0.9999999999999998,,,,
S5_MLP_seed1,x,65,A4,475.4958304887936,0.9998346345234672,0.9782827909204797,std',3.9301044769867794e-05,0.021677908034750407,0.9782827909204797,,
