run,side,neuron,energy,energy_frac,e_1,e_sgn,e_std,e_std',e_5a,e_5b,e_6d,dominant_irrep,alpha_A5,alpha_S4,alpha_S4~sgn,alpha_F20,alpha_F20~sgn,alpha_A4,alpha_S3xS2,alpha_S3xS2~sgn,alpha_D10,alpha_D8,alpha_D8~sgn,alpha_C6,alpha_C6~sgn,alpha_S3,alpha_S3',alpha_S3~sgn,alpha_C5,alpha_C4,alpha_C4~sgn,alpha_V4,alpha_primary,family_primary,proj_primary,alpha_any,family_any,live,aligned
S5_MLP_seed11,x,10,1014.3368052613455,0.01035717422160359,7.992989593224143e-34,4.326610421448591e-11,0.9999999902589654,9.481585566829705e-10,4.300578035680962e-09,2.310125380309642e-09,2.138906415884001e-09,standard,4.3266104214432146e-11,0.9999999877029506,6.344860560887652e-10,1.4945524322953812e-09,8.121540020454014e-10,0.9999999883374373,0.7807523427708156,1.8193700060692594e-09,1.9200941384751277e-09,0.9999999902292921,3.5820927188973237e-09,0.7807523439719973,0.7637725611428064,0.9999999899456739,0.7807523435210999,2.520160518968781e-09,2.588189623498821e-09,0.9999999915126112,0.91860772270357,0.9999999920345782,0.9999999877029506,S4,S4[3]r,0.9999999877029506,S4,True,True
S5_MLP_seed11,x,11,519.1294714165679,0.005300719002940108,4.3933327369186446e-33,0.9999999947525597,1.754836009916476e-09,3.3647968302821106e-10,1.0011051061620873e-09,8.562152027888962e-10,1.2988025772247894e-09,sign,0.9999999947525597,1.1788667130423735e-09,0.999999994890967,4.336372797435139e-10,0.99999999517337,0.9999999960083285,1.7433803716195274e-09,0.9999999952388904,0.9999999954031663,1.4390055888559178e-09,0.9999999956679375,2.0807560383962187e-09,0.9999999968420439,2.216336597685449e-09,0.9999999968411224,0.9999999956504556,0.9999999961181765,2.2085193911942665e-09,0.9999999969534765,0.9999999966099934,0.9999999947525597,A5,A5[0]l,0.9999999947525597,A5,True,True
S5_MLP_seed11,x,12,0.0005685815346000385,5.805663348203207e-09,9.36481408401416e-36,6.851608087250602e-10,0.999999988341674,8.151454647623819e-10,3.3481756940327296e-09,4.14451870255109e-09,2.6653259621096345e-09,standard,6.851608087259252e-10,0.9999999863048828,1.0172266472339434e-09,1.1526538886174684e-09,2.0410350336434624e-09,0.9999999871136648,0.7532732283724957,2.2795487075556175e-09,3.037466923595832e-09,0.9999999874716544,3.4208677123569655e-09,0.7532732288959803,0.8364581738527499,0.9999999892986636,0.7532732301624782,3.4074051938928937e-09,4.325519061706613e-09,0.9999999886229223,0.8560211747542542,0.9999999888017065,0.9999999863048828,S4,S4[1]r,0.9999999863048828,S4,True,True
S5_MLP_seed11,x,13,743.1614657652656,0.007588261350459416,5.549516566343367e-36,3.8504598832884257e-10,0.9999999929809383,9.45481732315393e-10,3.2167751420326404e-09,1.0165440926470616e-09,1.4552141755363237e-09,standard,3.8504598832893035e-10,0.9999999921934989,8.697914374304398e-10,1.0729772022242666e-09,7.627646968362227e-10,0.9999999926128017,0.788120431066036,2.326876852755102e-09,1.716129633464588e-09,0.9999999939333878,2.3632437418933047e-09,0.7881204313742147,0.7640311934030954,0.9999999930716248,0.7881204323739233,2.955599780160382e-09,2.377745518813495e-09,0.9999999949456184,0.9177727320585886,0.9999999949177392,0.9999999921934989,S4,S4[2]r,0.9999999921934989,S4,True,True
S5_MLP_seed11,x,14,1073.6274606370234,0.01096257830854366,2.2432175263798235e-33,0.9999999970069052,6.182648146373256e-10,3.902403151488932e-10,6.934872108413901e-10,4.942727328686047e-10,7.968317286734041e-10,sign,0.9999999970069029,3.9051064276054504e-10,0.9999999971906371,2.344783202174757e-10,0.9999999972040053,0.9999999974888754,5.404388349810408e-10,0.9999999974590992,0.9999999974103273,6.069753803550758e-10,0.9999999975830295,8.458366637135537e-10,0.9999999977719883,8.77642039341755e-10,0.9999999979055347,0.9999999977790455,0.9999999978749187,1.0645890274792256e-09,0.9999999981944598,0.9999999980056384,0.9999999970069029,A5,A5[0]l,0.9999999970069029,A5,True,True
S5_MLP_seed11,x,15,6.309103655542669e-31,6.44208959032847e-36,9.095182967664774e-35,8.527623901173341e-11,0.9999999850864311,6.74051051885274e-10,5.050355269326022e-09,2.688206523338518e-09,6.41568013177623e-09,standard,8.527623901164658e-11,0.999999981223714,3.317487059653297e-10,1.962088519719625e-09,1.2435045748256124e-09,0.9999999813740351,0.8170235102705883,3.139082696657622e-09,2.7705254541426927e-09,0.9999999839671299,3.42874348473524e-09,0.8170235112261618,0.7379261697548544,0.9999999855284392,0.8170235118945278,4.7631547585740595e-09,6.324207833894268e-09,0.9999999856688898,0.8887603149385249,0.9999999854875528,0.999999981223714,S4,S4[0]r,0.999999981223714,S4,False,False
S5_MLP_seed11,x,16,778.5399233564062,0.007949503146145464,2.830954894442089e-34,1.973924231235144e-10,0.9999999908240148,8.621075035550149e-10,3.2221600650893803e-09,1.8460831995540437e-09,3.0482423623753806e-09,standard,1.973924231236189e-10,0.9999999887194703,6.590402661316618e-10,1.3217582808835424e-09,8.304766309813112e-10,0.999999989129973,0.7746540317801583,1.7246084107401853e-09,2.120847372238718e-09,0.9999999899764498,2.4301472494551236e-09,0.7746540326396884,0.8430637020090086,0.9999999917193786,0.77465403263738,2.418193740258808e-09,2.996344119979231e-09,0.9999999913177178,0.8451972338493551,0.9999999910344054,0.9999999887194703,S4,S4[3]r,0.9999999887194703,S4,True,True
S5_MLP_seed11,x,17,458.43522489227496,0.004680983149680702,1.6226549507840905e-33,3.9890161992514203e-10,0.9999999871872357,1.0176862706703118e-09,5.022186213526612e-09,3.495207523486494e-09,2.8787827486443084e-09,standard,3.989016199246066e-10,0.9999999858107076,8.912708993546732e-10,1.9046520886577684e-09,1.623702001492535e-09,0.9999999864484624,0.8112390532916629,2.8569157775015203e-09,3.267242003195204e-09,0.9999999890654299,4.069094299517614e-09,0.8112390540605903,0.8051491806039323,0.9999999880070318,0.8112390550037067,3.6881298142848873e-09,4.122316665833759e-09,0.9999999897923878,0.8612176147124789,0.99999999126132,0.9999999858107076,S4,S4[0]r,0.9999999858107076,S4,True,True
S5_MLP_seed11,x,18,1590.721531190725,0.016242514272518643,3.7593158900745223e-34,1.0169615269665742e-11,0.9999999869998495,1.0492768217359727e-09,3.2472230864718007e-09,3.833406034117685e-09,4.860075605949443e-09,standard,1.0169615269569941e-11,0.999999984990728,4.122927651521545e-10,1.1294903594156533e-09,2.7395677425065998e-09,0.9999999852883408,0.7568910724898094,2.103713635931134e-09,3.3334759497729115e-09,0.9999999867846573,2.9390938958760923e-09,0.7568910735765412,0.8222093776171252,0.9999999888429436,0.7568910729599786,3.31842383695017e-09,5.158880183915525e-09,0.999999988309987,0.8712187781092371,0.999999987398243,0.999999984990728,S4,S4[4]r,0.999999984990728,S4,True,True
S5_MLP_seed11,x,19,1094.2957755328,0.01117361801166019,2.715149502368169e-33,4.9699559746891836e-11,0.9999999902575286,7.577436568844581e-10,3.4338727077489625e-09,2.4626449684819835e-09,3.0385102490525826e-09,standard,4.9699559746861825e-11,0.9999999878829193,5.379745225507969e-10,1.3506109108291572e-09,1.219541146170832e-09,0.999999988420893,0.7824363807284636,1.7442661486354666e-09,1.7291044333454022e-09,0.9999999893492296,2.4426321261630645e-09,0.7824363817952461,0.8440473716380974,0.9999999912843269,0.7824363814033524,2.5540864409165948e-09,2.7050657006073515e-09,0.9999999907079564,0.8384578143130451,0.9999999910367027,0.9999999878829193,S4,S4[2]r,0.9999999878829193,S4,True,True
S5_MLP_seed11,x,20,736.5819207448857,0.007521079036141834,1.0249541611770319e-33,1.1885946054108266e-10,0.9999999946573945,6.108053645984422e-10,1.8568198417081885e-09,1.2323584482995654e-09,1.5237622247131228e-09,standard,1.18859460541394e-10,0.9999999935166795,5.915195884323092e-10,7.720241484511831e-10,6.685966501598388e-10,0.9999999936835318,0.7996864626079604,1.114284890963811e-09,1.1038977024265033e-09,0.9999999945160389,1.491328007276253e-09,0.7996864630171044,0.7915470992724666,0.9999999945198536,0.7996864629119527,1.5677651245231897e-09,1.6546492479014606e-09,0.9999999952770879,0.8912606559105759,0.9999999948601122,0.9999999935166795,S4,S4[4]r,0.9999999935166795,S4,True,True
S5_MLP_seed11,x,21,156.38383538288045,0.0015968015949946249,1.2509847962441915e-34,2.949096427749791e-10,0.9999992827223884,1.1842903335626324e-09,6.564727152059436e-09,6.97222890235612e-07,1.2010794057163176e-08,standard,2.94909642775847e-10,0.5148833234369949,9.099198979993416e-10,2.785411187768106e-09,4.798730736383771e-07,0.5148833239636871,0.9999999684300456,3.369036852911308e-09,4.816831215368321e-07,0.5148838057848268,4.2030806785038075e-07,0.9999999704329408,0.7667791264517079,0.9999999755682701,0.9999999706661598,6.663295245986518e-09,4.857821309565759e-07,0.5148838100343165,0.9155934188592209,0.5148838176922504,0.9999999684300456,S3xS2,S3xS2[5]r,0.9999999684300456,S3xS2,True,True
S5_MLP_seed11,x,22,22.162699704315937,0.00022629854390380757,1.2130348567011954e-33,3.3936825875163044e-10,0.9999999893601906,8.500775526982617e-10,3.440035047960201e-09,3.5768643942035304e-09,2.4334632466054586e-09,standard,3.3936825875172685e-10,0.9999999881121455,7.508778109925203e-10,1.134445823049776e-09,1.6408937828277998e-09,0.9999999885367772,0.7534452685904771,1.9287901792763442e-09,2.5813166935304965e-09,0.9999999893195313,3.003778319548893e-09,0.7534452691453275,0.8365232220604629,0.9999999907220386,0.7534452700560519,2.9811359057437476e-09,3.760413375857767e-09,0.9999999905812289,0.8559691694516416,0.9999999903661653,0.9999999881121455,S4,S4[1]r,0.9999999881121455,S4,True,True
S5_MLP_seed11,x,23,518.7010587284904,0.0052963445734348896,2.584399274409825e-33,0.9999999949515511,1.5715909098149153e-09,3.441213376020577e-10,9.684275126274993e-10,8.367801356237444e-10,1.3275272466619242e-09,sign,0.9999999949515511,8.534568911831625e-10,0.9999999950970818,3.85161653677367e-10,0.9999999953604473,0.9999999958872677,1.381008060941716e-09,0.9999999954229398,0.9999999955698727,1.1830943663147736e-09,0.9999999958182483,1.7296836048531895e-09,0.9999999966867846,1.854897765203293e-09,0.9999999966575123,0.9999999958361256,0.9999999962954585,1.8510621343969278e-09,0.999999996752567,0.9999999965544073,0.9999999949515511,A5,A5[0]l,0.9999999949515511,A5,True,True
S5_MLP_seed11,x,24,1068.5337327220532,0.010910567352045637,1.0929690358931412e-33,9.254603140752037e-10,0.9999999845468448,1.4808105045163128e-09,5.592606019614314e-09,3.4565362390453036e-09,3.997742106962213e-09,standard,9.254603140755825e-10,0.9999999816510087,1.5121448918902754e-09,1.8075176041726727e-09,2.582200605018285e-09,0.9999999831229762,0.8120997531556757,3.2754517028739344e-09,3.9817533053586196e-09,0.9999999830554563,4.321037001065571e-09,0.8120997540272511,0.8194249983242602,0.9999999863384135,0.8120997548122334,4.674979640279371e-09,5.057358421473068e-09,0.9999999852864847,0.8269631307034017,0.9999999855461609,0.9999999816510087,S4,S4[2]r,0.9999999816510087,S4,True,True
S5_MLP_seed11,x,25,458.13375527166147,0.004677904908442665,1.1817496058370856e-33,7.126094957153293e-12,0.9999999875506009,1.0579806595240375e-09,5.022028369362707e-09,3.4878404312234744e-09,2.8744231037915063e-09,standard,7.1260949571606336e-12,0.999999984623161,5.205047386178528e-10,1.9549534279306012e-09,1.2378118239051548e-09,0.9999999848804871,0.8112628286668158,2.4765901075452343e-09,2.872003066652959e-09,0.9999999878647075,3.6518228209016588e-09,0.8112628294696504,0.8052737327764885,0.9999999876838168,0.811262829964883,3.3188699403091123e-09,3.732366724847693e-09,0.9999999886120899,0.8609798009912208,0.9999999896599551,0.999999984623161,S4,S4[0]r,0.999999984623161,S4,True,True
S5_MLP_seed11,x,26,1.4792389636991637e-05,1.510418983413421e-10,3.54336684664257e-34,4.5907043144407297e-11,0.9999999888477035,8.043832027327187e-10,3.34651181361714e-09,4.2703346330764954e-09,2.685159453465966e-09,standard,4.590704314471704e-11,0.9999999844062158,3.719470240065327e-10,1.2142255321141678e-09,1.4170258556075239e-09,0.9999999845758657,0.7532871524988318,1.6242597203449156e-09,2.4235706394373825e-09,0.9999999855815598,2.8388962506246167e-09,0.7532871530114752,0.836463823008217,0.99999998906028,0.7532871536063046,2.7637046455962833e-09,3.67138860876869e-09,0.9999999867942303,0.8560165883327828,0.9999999862869459,0.9999999844062158,S4,S4[1]r,0.9999999844062158,S4,False,False
S5_MLP_seed11,x,27,1503.263084773234,0.015349494949944273,3.638490388414191e-34,1.953873662279556e-12,0.9999999777779579,1.4824107297320168e-09,7.885926121119074e-09,6.3549318476916006e-09,6.496818568243634e-09,standard,1.953873662286442e-12,0.9999999740069498,9.064302582110599e-10,3.3184515488716023e-09,2.737817814334622e-09,0.9999999743193717,0.8178630664845182,2.976957250075354e-09,4.678659039266491e-09,0.9999999773498478,5.097655784238588e-09,0.8178630671407112,0.7257457007221024,0.9999999800122046,0.8178630680480752,5.4077883233157505e-09,7.658258612161273e-09,0.9999999804662504,0.8740842980866236,0.9999999798738819,0.9999999740069498,S4,S4[2]r,0.9999999740069498,S4,True,True
